id,customer_id,store_id,date,value,product_id,product_quantiy
2066,23,2,15,2023-11-06 19:31:34,13499.95,8806,3
2067,29,2,15,2023-11-06 22:03:04,2699.95,683,5
2068,34,8,76,2023-11-06 07:10:07,4312.8,11487,4
2069,35,1,2,2023-11-06 07:26:59,971.98,813,4
2070,40,8,76,2023-11-06 07:46:50,1815.01,5627,4
2071,41,6,55,2023-11-06 06:05:46,291.59,9777,2
2072,48,3,27,2023-11-06 15:00:01,799.96,9216,4
2073,49,7,69,2023-11-06 11:18:36,558.17,681,2
2074,59,3,25,2023-11-06 01:44:48,86.25,9648,2
2075,64,3,28,2023-11-06 02:03:28,729.0,7925,1
2076,66,6,51,2023-11-06 04:47:54,5847.75,7906,5
2077,74,3,27,2023-11-06 08:36:51,5998.0,10115,2
2078,86,9,83,2023-11-06 23:12:50,374.87,11090,5
2079,91,1,1,2023-11-06 22:47:21,161.91,10351,2
2080,92,7,68,2023-11-06 12:23:40,1842.16,7279,3
2081,95,7,64,2023-11-06 12:06:45,125.41,10346,1
2082,100,2,11,2023-11-06 11:09:32,3452.4,6342,4
2083,104,9,83,2023-11-06 07:38:02,7494.0,2293,5
2084,120,4,31,2023-11-06 15:35:03,120.94,53,3
2085,125,3,24,2023-11-06 14:43:50,251.35,9092,4
2086,126,6,55,2023-11-06 17:37:48,43.19,2942,1
2087,129,3,23,2023-11-06 11:24:34,584.7,14246,3
2088,140,7,66,2023-11-06 17:54:44,376.74,6460,2
2089,142,8,76,2023-11-06 21:03:10,402.3,1871,3
2090,153,6,56,2023-11-06 04:41:27,161.96,11131,4
2091,154,9,82,2023-11-06 14:10:02,431.98,7490,4
2092,166,5,42,2023-11-06 02:11:12,2115.99,13537,1
2093,168,5,43,2023-11-06 05:10:39,2116.0,5350,4
2094,169,6,58,2023-11-06 08:18:38,23.42,5381,4
2095,170,2,13,2023-11-06 10:59:53,1822.32,11822,5
2096,176,6,55,2023-11-06 04:38:38,440.61,11916,4
2097,181,4,30,2023-11-06 19:16:09,7196.4,7944,4
2098,188,6,55,2023-11-06 01:00:18,130.05,7067,1
2099,194,8,76,2023-11-06 04:56:06,152.87,11178,5
2100,195,6,52,2023-11-06 18:24:29,1439.96,7626,4
2101,199,1,1,2023-11-06 16:32:25,4314.57,6389,3
2102,1,7,67,2023-11-07 12:28:07,15.65,14180,1
2103,2,7,66,2023-11-07 10:14:58,581.02,5419,3
2104,6,7,69,2023-11-07 20:09:16,428.28,7075,4
2105,10,1,2,2023-11-07 02:32:38,269.97,6909,3
2106,17,7,67,2023-11-07 17:03:42,289.79,14297,1
2107,22,5,41,2023-11-07 15:11:54,399.96,7792,4
2108,34,9,84,2023-11-07 17:31:20,1439.98,6245,2
2109,37,3,26,2023-11-07 04:26:12,122.42,5405,1
2110,38,5,44,2023-11-07 19:49:19,1067.16,10582,3
2111,40,5,43,2023-11-07 09:27:35,659.97,8132,3
2112,51,3,27,2023-11-07 13:00:55,359.96,1565,4
2113,62,6,51,2023-11-07 18:51:55,179.95,7530,1
2114,66,6,56,2023-11-07 23:28:33,863.98,5581,2
2115,70,8,76,2023-11-07 18:26:15,1644.3,8323,3
2116,71,7,64,2023-11-07 22:46:33,25.2,4726,1
2117,74,6,52,2023-11-07 01:52:36,1077.3,6640,3
2118,77,7,66,2023-11-07 09:51:32,526.29,1804,5
2119,78,3,26,2023-11-07 03:42:17,32.5,5548,1
2120,79,1,1,2023-11-07 10:00:22,900.0,10541,2
2121,82,5,44,2023-11-07 12:35:35,509.75,9558,5
2122,83,6,52,2023-11-07 01:58:07,226.75,8138,4
2123,88,6,52,2023-11-07 18:22:43,247.36,14568,3
2124,94,4,31,2023-11-07 19:47:37,134.99,419,1
2125,99,8,76,2023-11-07 06:12:33,664.12,8506,2
2126,103,5,41,2023-11-07 02:19:03,359.97,7477,3
2127,108,2,13,2023-11-07 00:12:36,142.2,3513,2
2128,113,8,76,2023-11-07 08:45:33,143.98,7612,2
2129,115,4,32,2023-11-07 20:38:38,156.24,9616,4
2130,122,9,85,2023-11-07 11:29:59,43.99,1823,1
2131,126,7,66,2023-11-07 00:13:49,222.66,9824,5
2132,127,2,15,2023-11-07 19:00:05,755.77,2456,5
2133,128,2,12,2023-11-07 19:17:13,284.36,7787,4
2134,130,4,31,2023-11-07 00:08:52,161.98,6,4
2135,135,9,83,2023-11-07 04:29:31,187.25,477,5
2136,137,3,23,2023-11-07 16:32:08,90.99,3523,1
2137,138,1,2,2023-11-07 23:03:10,97.09,787,2
2138,139,3,24,2023-11-07 20:34:32,799.96,5323,4
2139,140,1,1,2023-11-07 12:47:42,672.3,5088,3
2140,143,6,55,2023-11-07 07:22:41,1583.96,2006,4
2141,145,7,70,2023-11-07 10:24:43,35.99,13694,2
2142,148,8,76,2023-11-07 00:45:59,60.11,9097,1
2143,149,6,55,2023-11-07 17:27:02,233.99,12417,1
2144,162,7,65,2023-11-07 16:43:00,2591.96,2929,4
2145,172,9,84,2023-11-07 04:58:40,3023.98,2438,3
2146,174,5,41,2023-11-07 15:53:18,260.07,1629,3
2147,176,7,66,2023-11-07 13:46:18,3146.21,987,2
2148,180,8,76,2023-11-07 19:15:18,1403.96,12598,4
2149,181,4,30,2023-11-07 08:37:48,24.46,12177,2
2150,197,3,23,2023-11-07 09:35:14,76.0,14459,1
2151,199,4,32,2023-11-07 15:01:00,4139.98,1030,2
2152,6,1,1,2023-11-08 07:26:27,91.79,11922,2
2153,25,3,24,2023-11-08 05:40:21,666.32,4518,2
2154,30,8,76,2023-11-08 19:20:48,202.47,10712,3
2155,34,5,41,2023-11-08 20:38:10,161.98,4942,2
2156,35,2,12,2023-11-08 17:25:27,2015.98,2324,2
2157,37,7,71,2023-11-08 21:22:52,411.35,14234,4
2158,39,6,53,2023-11-08 10:24:16,72.0,10274,2
2159,40,5,44,2023-11-08 20:56:45,1099.98,10588,2
2160,55,1,2,2023-11-08 20:34:23,183.56,2732,4
2161,61,8,76,2023-11-08 10:35:38,1544.4,9109,4
2162,63,5,44,2023-11-08 04:04:49,157.56,7443,3
2163,67,6,52,2023-11-08 02:40:06,242.99,13340,2
2164,69,7,66,2023-11-08 19:15:47,37.1,11134,2
2165,76,7,65,2023-11-08 15:15:47,286.24,5002,1
2166,77,4,32,2023-11-08 17:53:40,80.97,4347,5
2167,83,2,15,2023-11-08 18:11:23,862.2,9126,2
2168,86,2,15,2023-11-08 20:42:52,215.98,11821,2
2169,94,7,64,2023-11-08 11:39:14,3931.16,4703,5
2170,97,5,43,2023-11-08 21:14:29,556.0,13337,2
2171,105,2,13,2023-11-08 22:45:20,201.6,9889,4
2172,107,9,85,2023-11-08 19:41:03,479.98,3827,3
2173,109,8,76,2023-11-08 04:42:43,886.95,2838,3
2174,114,4,30,2023-11-08 16:59:29,827.96,10732,5
2175,117,7,68,2023-11-08 04:22:32,222.26,12215,5
2176,130,4,32,2023-11-08 11:22:00,323.96,7650,2
2177,131,8,76,2023-11-08 11:42:28,494.98,3238,1
2178,135,1,1,2023-11-08 23:52:20,244.31,11297,2
2179,137,5,44,2023-11-08 02:20:58,7484.95,995,5
2180,144,9,85,2023-11-08 04:40:52,565.99,10238,3
2181,148,7,68,2023-11-08 09:31:48,3239.95,6247,5
2182,149,5,42,2023-11-08 14:03:09,4391.96,5896,4
2183,151,1,1,2023-11-08 11:11:20,108.26,7046,3
2184,152,7,67,2023-11-08 06:32:01,1208.37,10579,5
2185,172,7,65,2023-11-08 15:04:05,606.37,2477,5
2186,173,1,1,2023-11-08 01:59:24,53.55,13148,1
2187,180,3,25,2023-11-08 18:46:55,237.99,8502,1
2188,181,3,24,2023-11-08 12:03:23,80.97,1235,3
2189,184,5,43,2023-11-08 05:20:26,1296.99,2641,1
2190,189,3,27,2023-11-08 15:25:05,125.91,4838,3
2191,3,8,76,2023-11-09 03:41:09,407.7,10771,5
2192,9,7,71,2023-11-09 15:06:00,102.57,3820,5
2193,17,4,31,2023-11-09 04:45:14,40.61,7601,2
2194,24,5,44,2023-11-09 14:15:28,1249.95,1179,5
2195,28,2,13,2023-11-09 13:43:29,35.99,4971,1
2196,29,9,85,2023-11-09 17:14:14,225.99,3773,2
2197,31,1,1,2023-11-09 02:52:45,291.57,11439,5
2198,33,1,1,2023-11-09 18:42:42,78.34,9820,2
2199,34,7,70,2023-11-09 09:35:37,1619.98,9936,4
2200,40,2,14,2023-11-09 23:30:00,294.3,4214,3
2201,48,2,14,2023-11-09 16:21:20,8623.75,6940,3
2202,59,3,28,2023-11-09 17:32:02,297.0,2607,5
2203,63,8,76,2023-11-09 22:02:29,305.98,4632,2
2204,68,3,28,2023-11-09 05:58:54,322.2,2758,2
2205,72,1,2,2023-11-09 11:54:24,1259.96,310,2
2206,86,7,65,2023-11-09 20:58:41,1025.97,11671,3
2207,87,5,41,2023-11-09 14:32:18,82.1,11271,5
2208,92,7,68,2023-11-09 07:31:19,141.08,2246,4
2209,95,3,26,2023-11-09 00:54:26,5192.0,1294,4
2210,96,8,76,2023-11-09 11:00:47,44.91,5287,1
2211,107,2,14,2023-11-09 19:03:25,269.98,3069,2
2212,109,8,76,2023-11-09 10:18:39,143.5,13803,2
2213,125,4,30,2023-11-09 19:54:42,430.56,10465,2
2214,144,6,58,2023-11-09 08:51:28,208.76,1060,5
2215,147,4,32,2023-11-09 00:09:18,503.97,1477,4
2216,155,9,83,2023-11-09 07:42:13,719.96,9227,4
2217,157,7,66,2023-11-09 17:06:02,1151.97,13754,2
2218,164,4,32,2023-11-09 07:31:23,252.29,11251,3
2219,176,8,76,2023-11-09 07:44:07,404.97,5296,3
2220,184,5,41,2023-11-09 23:58:22,1064.97,2788,1
2221,186,6,53,2023-11-09 15:47:20,431.87,1650,3
2222,187,9,85,2023-11-09 14:09:59,167.84,3750,2
2223,188,7,70,2023-11-09 12:42:51,226.26,12987,1
2224,189,6,57,2023-11-09 19:21:22,374.22,14285,4
2225,192,6,58,2023-11-09 01:01:57,111.65,3167,3
2226,194,4,31,2023-11-09 00:52:16,1457.97,7338,5
2227,20,3,25,2023-11-10 07:29:31,433.99,8705,1
2228,26,7,64,2023-11-10 11:19:04,990.0,3322,1
2229,29,6,53,2023-11-10 09:13:30,2388.96,6035,4
2230,33,8,76,2023-11-10 11:35:44,53.95,13949,1
2231,36,3,24,2023-11-10 10:44:37,134.85,6693,5
2232,40,8,76,2023-11-10 09:08:45,477.0,8001,4
2233,44,4,32,2023-11-10 02:34:25,8513.14,13265,2
2234,45,9,82,2023-11-10 07:08:13,530.97,4770,5
2235,48,7,66,2023-11-10 11:55:01,916.18,6894,4
2236,51,4,30,2023-11-10 23:15:32,125.98,8161,2
2237,52,3,27,2023-11-10 04:06:42,175.3,862,5
2238,53,6,56,2023-11-10 07:25:03,680.39,6306,1
2239,54,8,76,2023-11-10 19:11:59,1799.64,8033,5
2240,60,5,44,2023-11-10 12:34:52,524.97,6112,3
2241,62,6,55,2023-11-10 09:37:45,970.38,4279,1
2242,73,8,76,2023-11-10 23:22:38,46.25,11231,3
2243,75,4,30,2023-11-10 14:25:04,13.02,4423,3
2244,86,8,76,2023-11-10 18:52:11,314.98,9798,2
2245,89,3,23,2023-11-10 06:09:35,1415.98,13848,3
2246,94,5,42,2023-11-10 19:55:11,679.96,11925,4
2247,116,8,76,2023-11-10 07:42:23,71.98,14371,2
2248,117,6,51,2023-11-10 06:08:30,3712.98,7299,4
2249,120,6,52,2023-11-10 00:21:48,200.34,11103,2
2250,127,5,44,2023-11-10 22:03:01,129.99,7529,1
2251,130,8,76,2023-11-10 00:30:26,2249.91,5673,5
2252,132,5,44,2023-11-10 08:07:20,1754.97,8328,3
2253,143,1,2,2023-11-10 23:55:01,670.5,12795,5
2254,169,2,13,2023-11-10 20:19:51,54.89,3863,1
2255,174,8,76,2023-11-10 22:26:31,771.97,14260,5
2256,177,8,76,2023-11-10 07:44:57,431.96,13026,4
2257,179,2,12,2023-11-10 23:17:41,350.03,12502,3
2258,180,4,32,2023-11-10 08:18:34,265.5,8144,5
2259,195,9,84,2023-11-10 20:00:28,1915.2,13921,4
2260,197,6,52,2023-11-10 00:33:17,42.83,8876,1
2261,1,4,31,2023-11-11 00:57:25,91.64,12711,4
2262,13,9,81,2023-11-11 05:26:23,3357.2,11194,4
2263,14,5,41,2023-11-11 02:29:49,319.96,11291,4
2264,22,8,76,2023-11-11 09:07:58,85.01,1643,5
2265,24,4,32,2023-11-11 02:23:16,194.37,1272,3
2266,35,7,67,2023-11-11 16:06:34,598.84,8687,4
2267,37,3,25,2023-11-11 18:21:40,62.97,231,3
2268,38,2,11,2023-11-11 15:52:56,719.98,6646,2
2269,39,5,44,2023-11-11 14:52:51,345.0,2622,5
2270,50,7,71,2023-11-11 06:02:31,160.36,7356,2
2271,57,2,12,2023-11-11 21:24:56,1436.4,12271,4
2272,66,2,11,2023-11-11 20:06:18,758.36,3499,1
2273,70,3,27,2023-11-11 21:40:57,187.6,9763,1
2274,71,1,1,2023-11-11 14:37:50,218.83,3216,4
2275,75,1,1,2023-11-11 09:26:06,269.98,2226,2
2276,78,7,71,2023-11-11 12:16:56,94.94,1605,1
2277,86,1,1,2023-11-11 04:47:22,3231.9,5879,5
2278,94,2,10,2023-11-11 10:39:48,30.56,9460,1
2279,102,3,28,2023-11-11 22:50:29,475.2,527,3
2280,106,3,25,2023-11-11 23:37:46,628.5,11666,3
2281,108,3,25,2023-11-11 07:31:04,307.96,6709,4
2282,114,4,31,2023-11-11 01:29:57,59.39,13151,3
2283,116,3,24,2023-11-11 22:17:04,314.97,1055,5
2284,118,9,81,2023-11-11 01:13:10,599.0,13675,2
2285,129,8,76,2023-11-11 20:26:29,292.27,14515,5
2286,130,5,44,2023-11-11 10:21:48,209.97,5722,3
2287,135,9,85,2023-11-11 06:22:05,553.0,12023,5
2288,139,5,43,2023-11-11 14:44:23,8999.95,10069,5
2289,140,7,65,2023-11-11 19:25:42,55.79,9100,2
2290,150,7,68,2023-11-11 06:47:23,402.98,8449,2
2291,151,8,76,2023-11-11 21:22:53,31.5,3317,1
2292,152,7,65,2023-11-11 23:45:30,421.18,10733,2
2293,170,2,10,2023-11-11 01:34:01,860.4,10487,4
2294,175,4,32,2023-11-11 17:49:52,198.35,604,2
2295,188,3,26,2023-11-11 14:07:30,6449.99,13268,3
2296,191,7,70,2023-11-11 18:39:56,491.39,2564,1
2297,4,1,2,2023-11-12 23:18:03,32.36,11462,1
2298,6,1,2,2023-11-12 20:14:50,59.4,9668,2
2299,11,2,10,2023-11-12 07:16:12,302.36,68,4
2300,15,2,13,2023-11-12 01:39:30,356.37,12774,3
2301,16,6,54,2023-11-12 02:26:55,701.97,11565,3
2302,18,6,58,2023-11-12 10:01:05,275.37,5849,3
2303,26,8,76,2023-11-12 18:58:32,607.45,7800,5
2304,31,4,31,2023-11-12 07:08:33,179.95,3135,5
2305,32,7,69,2023-11-12 20:08:41,460.77,9212,4
2306,39,8,76,2023-11-12 23:47:04,441.37,10401,1
2307,44,1,1,2023-11-12 17:28:12,264.23,2721,3
2308,50,3,25,2023-11-12 12:34:40,95.99,10756,2
2309,58,9,83,2023-11-12 02:49:14,12885.0,1665,3
2310,63,2,15,2023-11-12 15:51:25,359.98,10736,2
2311,64,3,24,2023-11-12 20:03:57,643.47,10975,3
2312,65,8,76,2023-11-12 14:32:18,89.99,893,1
2313,77,1,1,2023-11-12 19:23:53,179.1,5437,1
2314,88,9,84,2023-11-12 12:37:29,67.55,6169,3
2315,106,7,70,2023-11-12 13:17:11,125.9,9852,2
2316,108,6,58,2023-11-12 21:00:58,5216.4,1867,5
2317,112,7,71,2023-11-12 01:04:44,32.86,6697,3
2318,114,6,55,2023-11-12 01:24:40,539.97,5323,3
2319,119,1,1,2023-11-12 19:43:31,1501.18,12389,4
2320,131,5,44,2023-11-12 08:22:36,255.96,14320,4
2321,135,4,32,2023-11-12 09:32:21,2024.95,4534,5
2322,137,2,13,2023-11-12 21:34:31,1439.96,2000,4
2323,140,2,14,2023-11-12 03:21:03,1943.96,7656,4
2324,143,2,10,2023-11-12 00:38:32,3974.36,4674,4
2325,145,2,11,2023-11-12 09:01:31,899.77,9232,5
2326,148,5,42,2023-11-12 12:22:31,146.85,2414,3
2327,151,6,53,2023-11-12 12:05:23,4859.97,2341,3
2328,153,5,44,2023-11-12 12:03:05,1199.9,10962,2
2329,158,3,24,2023-11-12 05:39:09,1439.99,8900,1
2330,161,4,31,2023-11-12 15:05:16,364.47,2478,3
2331,164,3,24,2023-11-12 21:39:26,1354.95,6370,1
2332,172,3,26,2023-11-12 22:36:59,1040.97,11687,3
2333,173,8,76,2023-11-12 11:11:35,1979.96,1503,4
2334,175,8,76,2023-11-12 20:34:42,43.17,12191,3
2335,187,1,2,2023-11-12 13:20:07,291.59,9077,3
2336,197,8,76,2023-11-12 23:03:48,53.98,9757,2
2337,198,9,84,2023-11-12 09:53:15,2466.0,12054,5
2338,6,3,28,2023-11-13 16:34:54,172.8,7744,3
2339,17,5,44,2023-11-13 10:05:17,399.98,5101,2
2340,18,5,43,2023-11-13 22:28:51,93.99,6814,1
2341,26,2,11,2023-11-13 15:26:24,687.56,4231,4
2342,29,5,41,2023-11-13 13:25:43,495.0,2901,5
2343,30,6,58,2023-11-13 11:32:54,646.38,3451,3
2344,32,9,82,2023-11-13 23:08:52,896.4,7016,3
2345,35,9,84,2023-11-13 11:55:57,89.99,14358,3
2346,38,7,71,2023-11-13 20:49:28,132.57,14386,4
2347,41,9,84,2023-11-13 01:08:03,269.93,10390,1
2348,51,9,83,2023-11-13 20:31:09,2598.0,5483,4
2349,53,1,2,2023-11-13 19:43:48,20.35,4877,1
2350,65,9,83,2023-11-13 17:09:21,824.4,6575,4
2351,70,9,81,2023-11-13 19:05:46,195.93,11653,2
2352,81,5,43,2023-11-13 07:12:00,1388.85,806,3
2353,84,6,56,2023-11-13 16:29:46,188.98,4460,3
2354,88,4,31,2023-11-13 22:43:30,7556.4,8423,4
2355,89,7,64,2023-11-13 02:03:10,453.35,3248,4
2356,92,9,84,2023-11-13 11:44:24,176.22,6839,4
2357,113,5,43,2023-11-13 17:37:14,323.98,8000,2
2358,117,3,24,2023-11-13 04:08:24,21.82,10377,1
2359,121,6,54,2023-11-13 18:14:38,494.96,1859,5
2360,125,3,28,2023-11-13 02:10:15,119.99,9059,1
2361,138,4,31,2023-11-13 11:50:22,152.99,8007,2
2362,141,4,32,2023-11-13 18:00:17,1185.84,6623,1
2363,145,7,65,2023-11-13 08:46:42,874.78,5857,3
2364,146,3,27,2023-11-13 06:40:12,11.39,12827,1
2365,147,6,54,2023-11-13 13:43:15,61.64,8236,1
2366,149,1,2,2023-11-13 18:07:47,271.78,6324,4
2367,156,5,43,2023-11-13 21:32:42,139.9,13180,2
2368,157,3,28,2023-11-13 07:54:57,29.97,3949,1
2369,159,5,42,2023-11-13 20:59:31,209.97,13517,3
2370,161,8,76,2023-11-13 05:46:26,72.77,14345,3
2371,166,6,54,2023-11-13 23:01:26,1528.2,4380,1
2372,171,2,14,2023-11-13 08:15:43,373.32,10505,5
2373,178,6,52,2023-11-13 22:22:08,892.48,10389,2
2374,182,3,23,2023-11-13 06:59:30,3598.19,10330,1
2375,193,5,44,2023-11-13 18:40:34,299.6,477,4
2376,5,9,82,2023-11-14 21:57:39,447.5,7228,5
2377,10,4,31,2023-11-14 07:49:53,113.39,140,1
2378,12,5,41,2023-11-14 04:52:37,3952.0,11482,4
2379,21,8,76,2023-11-14 11:37:26,449.98,13633,2
2380,25,7,71,2023-11-14 04:43:44,257.58,12971,3
2381,28,5,41,2023-11-14 13:54:43,67.9,11444,2
2382,31,3,24,2023-11-14 18:19:46,1007.82,7323,4
2383,32,9,81,2023-11-14 03:46:54,559.99,5523,2
2384,37,7,70,2023-11-14 02:38:03,971.96,6108,4
2385,41,2,15,2023-11-14 00:29:28,122.75,14332,3
2386,43,4,32,2023-11-14 15:50:39,386.99,3410,5
2387,45,7,65,2023-11-14 10:30:22,809.95,9745,5
2388,47,9,82,2023-11-14 17:23:31,191.97,2631,4
2389,52,6,53,2023-11-14 04:16:10,247.97,9475,2
2390,58,8,76,2023-11-14 20:37:36,247.45,10694,5
2391,66,6,57,2023-11-14 05:04:59,1635.48,13244,4
2392,75,7,66,2023-11-14 09:22:33,2190.49,705,3
2393,76,6,56,2023-11-14 11:40:08,57.56,11573,1
2394,78,2,14,2023-11-14 11:05:09,1574.95,560,5
2395,86,3,24,2023-11-14 22:43:49,1199.97,5537,3
2396,89,2,15,2023-11-14 17:58:22,22032.0,8738,5
2397,93,4,32,2023-11-14 02:36:20,969.84,13821,3
2398,98,8,76,2023-11-14 18:58:14,696.6,6652,3
2399,101,9,85,2023-11-14 04:53:57,799.0,13900,1
2400,106,7,69,2023-11-14 23:25:47,351.0,9497,5
2401,116,1,1,2023-11-14 13:03:08,550.78,12730,3
2402,118,8,76,2023-11-14 09:35:07,6109.16,2646,4
2403,121,5,42,2023-11-14 03:42:25,3835.0,12585,5
2404,122,2,15,2023-11-14 14:33:43,1570.5,8067,5
2405,127,7,69,2023-11-14 00:21:59,4270.47,6590,5
2406,134,3,28,2023-11-14 05:48:48,639.99,264,1
2407,135,7,69,2023-11-14 05:08:19,431.98,13545,4
2408,136,2,15,2023-11-14 05:30:02,267.3,4564,3
2409,138,4,31,2023-11-14 12:50:19,1259.97,3129,5
2410,141,5,41,2023-11-14 18:02:05,22.99,11451,1
2411,157,4,30,2023-11-14 09:18:24,1008.45,13627,5
2412,159,2,12,2023-11-14 23:28:23,964.8,9778,5
2413,164,4,32,2023-11-14 23:48:03,141.11,12322,1
2414,170,2,11,2023-11-14 09:09:25,1614.6,1502,3
2415,175,7,68,2023-11-14 22:20:52,309.55,10571,1
2416,180,4,31,2023-11-14 09:54:01,1457.98,10840,3
2417,181,2,12,2023-11-14 15:15:23,3596.4,10638,4
2418,189,7,69,2023-11-14 10:50:32,56.69,1937,1
2419,191,8,76,2023-11-14 15:45:45,205.19,1193,1
2420,2,3,28,2023-11-15 03:52:39,151.78,7162,1
2421,9,9,82,2023-11-15 06:58:46,13988.8,8756,4
2422,11,8,76,2023-11-15 12:00:51,179.98,4302,2
2423,12,9,82,2023-11-15 05:49:54,787.2,7974,4
2424,14,1,1,2023-11-15 02:50:44,143.97,192,4
2425,17,1,2,2023-11-15 23:08:04,781.18,14187,4
2426,23,2,11,2023-11-15 02:33:56,143.98,9328,2
2427,25,3,28,2023-11-15 06:09:20,110.4,4824,2
2428,30,7,68,2023-11-15 20:05:42,1289.48,1254,4
2429,33,5,43,2023-11-15 03:55:49,181.98,9050,2
2430,34,3,26,2023-11-15 08:47:13,298.0,9794,1
2431,41,2,14,2023-11-15 03:23:57,1124.77,972,5
2432,51,4,31,2023-11-15 03:49:30,509.31,4642,4
2433,56,8,76,2023-11-15 09:42:09,618.3,12736,1
2434,60,1,1,2023-11-15 10:56:53,15.29,281,1
2435,61,8,76,2023-11-15 17:35:22,129.58,3132,4
2436,63,2,15,2023-11-15 13:10:38,1617.3,13836,3
2437,75,9,81,2023-11-15 00:19:47,91.99,5033,1
2438,78,9,82,2023-11-15 23:10:19,116.98,739,3
2439,87,7,69,2023-11-15 08:41:58,140.59,14370,4
2440,89,9,84,2023-11-15 12:59:20,1699.96,12740,5
2441,101,2,11,2023-11-15 20:53:42,161.82,10032,4
2442,106,2,12,2023-11-15 19:34:27,170.99,12261,1
2443,108,9,85,2023-11-15 02:59:52,581.68,10484,3
2444,110,4,31,2023-11-15 22:53:16,554.36,11106,5
2445,121,5,43,2023-11-15 07:00:13,328.0,7974,1
2446,127,6,53,2023-11-15 16:00:48,499.46,2896,5
2447,128,7,67,2023-11-15 06:40:18,395.27,1573,2
2448,143,7,66,2023-11-15 22:37:02,18.36,7779,4
2449,148,5,42,2023-11-15 23:59:32,143.33,3410,1
2450,155,3,27,2023-11-15 06:55:52,141.58,12145,2
2451,161,1,1,2023-11-15 08:40:09,2872.7,5920,3
2452,169,6,55,2023-11-15 13:52:23,71.99,476,1
2453,171,3,26,2023-11-15 03:59:09,99.64,2629,4
2454,174,1,2,2023-11-15 23:11:54,1156.52,6489,4
2455,176,9,82,2023-11-15 11:40:00,1168.5,8840,3
2456,177,3,24,2023-11-15 05:41:15,79.98,5204,2
2457,182,5,41,2023-11-15 19:33:54,119.98,6513,2
2458,186,2,10,2023-11-15 13:32:28,249.7,14450,4
2459,194,8,76,2023-11-15 23:54:19,4157.86,10051,3
2460,195,8,76,2023-11-15 17:57:49,359.96,7650,2
2461,7,7,66,2023-11-16 07:19:11,2699.97,10285,3
2462,8,2,13,2023-11-16 14:50:34,125.98,3166,2
2463,10,4,32,2023-11-16 04:30:45,17.99,9432,1
2464,14,2,14,2023-11-16 01:54:21,498.66,7835,3
2465,20,4,31,2023-11-16 11:40:01,3398.12,2371,3
2466,26,3,24,2023-11-16 03:38:07,1796.0,11690,5
2467,32,9,81,2023-11-16 21:47:13,132.47,10260,5
2468,34,4,31,2023-11-16 22:54:41,50.39,11341,1
2469,39,8,76,2023-11-16 03:04:17,1413.45,6669,5
2470,44,8,76,2023-11-16 18:04:25,127.26,1265,2
2471,48,7,66,2023-11-16 21:51:55,67.15,6710,2
2472,54,4,32,2023-11-16 16:33:31,359.99,773,1
2473,55,9,83,2023-11-16 17:53:16,661.49,10796,1
2474,57,3,28,2023-11-16 18:52:58,474.5,11970,1
2475,65,7,70,2023-11-16 19:58:40,2562.29,5236,3
2476,66,8,76,2023-11-16 10:18:51,1036.77,685,3
2477,69,4,31,2023-11-16 21:53:24,982.28,12733,3
2478,74,3,28,2023-11-16 01:05:35,370.8,682,1
2479,81,5,41,2023-11-16 23:23:12,1349.97,2191,3
2480,86,6,52,2023-11-16 16:14:31,850.47,1753,3
2481,87,5,41,2023-11-16 03:51:31,85.24,7382,2
2482,93,4,32,2023-11-16 08:23:42,59.31,12534,4
2483,97,2,11,2023-11-16 03:06:04,1349.95,4646,5
2484,98,5,42,2023-11-16 18:25:57,148.29,14536,1
2485,109,2,10,2023-11-16 05:48:07,395.95,2186,1
2486,111,2,10,2023-11-16 07:46:22,341.98,8595,2
2487,112,3,27,2023-11-16 04:27:52,505.9,767,2
2488,118,1,2,2023-11-16 17:59:36,277.16,1394,4
2489,121,7,71,2023-11-16 01:58:20,213.84,1704,2
2490,143,6,58,2023-11-16 13:29:12,71.39,300,3
2491,148,3,26,2023-11-16 17:04:44,163.32,1311,3
2492,149,8,76,2023-11-16 08:29:18,1796.38,911,2
2493,160,9,84,2023-11-16 08:05:20,11997.0,10423,5
2494,162,2,15,2023-11-16 21:23:34,1293.3,9126,3
2495,167,4,30,2023-11-16 06:20:25,325.78,491,4
2496,171,5,43,2023-11-16 05:02:25,178.28,1338,2
2497,180,4,30,2023-11-16 08:46:07,872.55,7017,2
2498,184,9,83,2023-11-16 09:13:29,54.38,4070,2
2499,198,6,53,2023-11-16 09:10:07,242.7,14477,3
2500,3,4,32,2023-11-17 07:24:41,1602.39,5118,3
2501,4,3,23,2023-11-17 06:47:58,62.42,12975,1
2502,8,6,55,2023-11-17 05:47:48,158.72,4402,1
2503,23,3,27,2023-11-17 21:57:40,1995.0,4004,5
2504,27,3,26,2023-11-17 23:52:53,112.78,7453,3
2505,31,2,14,2023-11-17 20:53:24,944.88,8503,5
2506,35,3,23,2023-11-17 01:16:00,89.96,11138,3
2507,39,6,51,2023-11-17 08:32:34,244.59,10297,1
2508,40,5,42,2023-11-17 16:20:12,99.99,572,1
2509,46,5,44,2023-11-17 06:26:55,249.2,12005,1
2510,48,1,2,2023-11-17 02:33:00,287.82,5220,5
2511,53,2,10,2023-11-17 02:25:50,420.75,10440,5
2512,57,4,30,2023-11-17 19:13:05,359.96,6168,4
2513,60,4,31,2023-11-17 04:05:39,6623.98,13280,2
